936 1730308766309 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM144 Address = 1fc0ff40, Mask = 7b000000
1018 1730308922077 GEN4_CONNECT_DIAGNOSTICS:areWeInBoot returned false
1018 1730308922077 GEN4_CONNECT_DIAGNOSTICS:inBoot = false
1018 1730308922077 GEN4_CONNECT_DIAGNOSTICS:uMode = done
1018 1730308922077 GEN4_CONNECT_DIAGNOSTICS:selectedTool = pk4
1018 1730308922077 GEN4_CONNECT_DIAGNOSTICS:current toolType = pk4
1018 1730308922077 GEN4_CONNECT_DIAGNOSTICS:current tool mode = pk4
1018 1730308922077 GEN4_CONNECT_DIAGNOSTICS:ENTERING: com.microchip.mplab.mdbcore.pk4hybrid.pk4hybridFirmwareUpdateHandler.updatePk4HybridFirmware()
1018 1730308922077 GEN4_CONNECT_DIAGNOSTICS:Don't upgrade fimware = false
1018 1730308922077 GEN4_CONNECT_DIAGNOSTICS:ENTERING: com.microchip.mplab.mdbcore.pk4hybrid.pk4hybridFirmwareUpdateHandler.updatePk4HybridFirmware()
1018 1730308922077 GEN4_CONNECT_DIAGNOSTICS:EXITING: com.microchip.mplab.mdbcore.pk4hybrid.pk4hybridFirmwareUpdateHandler.UpdateFirmware(FirmwareInfo, UpdateMessage)
1018 1730308922077 GEN4_CONNECT_DIAGNOSTICS:EXITING: com.microchip.mplab.mdbcore.RI4Tool.ConnectionHandler.CheckForFWUpdates()

1018 1730308922077 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Pre:SetPowerInfo
1018 1730308922077 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Payload
1018 1730308922077 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 PowerInfo: Values:
1018 1730308922077 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 PowerInfo: shotDownSystem = false, isToolPower = false, voltage = 3.250000, useVppFirst = false, useLowVoltageProgramming = true, useMaintainActivePower = false
1018 1730308922077 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Payload End
1018 1730308922077 XXXX 1730308922077, Thread 1018: XXXX 1730308922077, Entering Thread 1018: Commands::runScriptBasic with script contents. contents[0] = 0x39, ...  
1018 1730308922078 XXXX 1730308922078, Thread 1018: XXXX 1730308922078, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922078 XXXX 1730308922078, Thread 1018: XXXX 1730308922078, Entering Thread 1018: Commands::runScriptBasic with script contents. contents[0] = 0x46, ...  
1018 1730308922079 XXXX 1730308922079, Thread 1018: XXXX 1730308922079, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922079 XXXX 1730308922079, Thread 1018: XXXX 1730308922079, Entering Thread 1018: Commands::runScriptBasic with script contents. contents[0] = 0x44, ...  
1018 1730308922091 XXXX 1730308922091, Thread 1018: XXXX 1730308922091, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922091 XXXX 1730308922091, Thread 1018: XXXX 1730308922091, Entering Thread 1018: Commands::runScriptBasic with script contents. contents[0] = 0xef, ...  
1018 1730308922102 XXXX 1730308922102, Thread 1018: XXXX 1730308922102, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922102 XXXX 1730308922102, Thread 1018: XXXX 1730308922102, Entering Thread 1018: Commands::runScriptBasic with script contents. contents[0] = 0x40, ...  
1018 1730308922495 XXXX 1730308922495, Thread 1018: XXXX 1730308922495, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922495 XXXX 1730308922495, Thread 1018: XXXX 1730308922495, Entering Thread 1018: Commands::runScriptBasic with script contents. contents[0] = 0x47, ...  
1018 1730308922501 XXXX 1730308922501, Thread 1018: XXXX 1730308922501, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922501 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Post:SetPowerInfo
1018 1730308922501 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Return Value
1018 1730308922501 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 none
1018 1730308922501 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Return End

1018 1730308922501 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Pre:GetVoltageInfo
1018 1730308922501 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Payload
1018 1730308922501 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 null
1018 1730308922501 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Payload End
1018 1730308922501 XXXX 1730308922501, Thread 1018: XXXX 1730308922501, Entering Thread 1018: Commands::runScriptBasic with script contents. contents[0] = 0x47, ...  
1018 1730308922506 XXXX 1730308922506, Thread 1018: XXXX 1730308922506, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922506 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Post:GetVoltageInfo
1018 1730308922506 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Return Value
1018 1730308922506 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 VoltagesInfo: Values:
1018 1730308922506 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 VoltagesInfo: internalVdd = 2143, internalVpp = 1906, targetVdd = 3206, targetVpp = 353, vddSense = 0, temp = 25000, vddCurrentSense = 0, vddVoltageSense = 2969
1018 1730308922506 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Return End

1018 1730308922506 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Pre:GetFirmwareInfo
1018 1730308922506 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Payload
1018 1730308922506 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 null
1018 1730308922506 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Payload End
1018 1730308922513 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Post:GetFirmwareInfo
1018 1730308922513 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Return Value
1018 1730308922513 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 FirmwareInfo: Values:
1018 1730308922513 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 FirmwareInfo: boot = false, bootVer = 01.00.00, apVer = 02.01.80, fpgaVer = ff.ff.ff, scriptVer = 00.07.47, macAddress = 0495683497581534853485257485352, devID = a1020e01, devID1 = 2, devSN0 = ffffffff, devSN1 = ffffffff, serialNumber = BUR185076867, appCommitID = null, scriptCommitID = 974b928e70, PCB_ID = 3
1018 1730308922513 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Return End

1018 1730308922513 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Pre:SetLEDBrightness
1018 1730308922513 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Payload
1018 1730308922513 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 5
1018 1730308922513 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Payload End
1018 1730308922513 XXXX 1730308922513, Thread 1018: XXXX 1730308922513, Entering Thread 1018: Commands::runScriptBasic with script contents. contents[0] = 0xcf, ...  
1018 1730308922515 XXXX 1730308922515, Thread 1018: XXXX 1730308922515, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922515 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Post:SetLEDBrightness
1018 1730308922515 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Return Value
1018 1730308922515 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 none
1018 1730308922515 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Return End

1018 1730308922515 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Pre:SetToolInfo
1018 1730308922515 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Payload
1018 1730308922515 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 ToolInfo: Values:
1018 1730308922515 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 ToolInfo: speedLevel = 1, PGCResistance = 4700, PGDResistance = 4700, PGCPullDir = PullDown, PGDPullDir = PullDown, ICSPSelected = Wire2
1018 1730308922515 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Payload End
1018 1730308922515 XXXX 1730308922515, Thread 1018: XXXX 1730308922515, Entering Thread 1018: Commands::runScriptBasic with script contents. contents[0] = 0x27, ...  
1018 1730308922516 XXXX 1730308922516, Thread 1018: XXXX 1730308922516, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922516 XXXX 1730308922516, Thread 1018: XXXX 1730308922516, Entering Thread 1018: Commands::runScriptBasic, script name = SetSpeedFromDevice, timeOut = -1 ms  
1018 1730308922517 XXXX 1730308922517, Thread 1018: XXXX 1730308922517, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922517 XXXX 1730308922517, Thread 1018: XXXX 1730308922517, Entering Thread 1018: Commands::runScriptBasic with script contents. contents[0] = 0xed, ...  
1018 1730308922518 XXXX 1730308922518, Thread 1018: XXXX 1730308922518, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922518 XXXX 1730308922518, Thread 1018: XXXX 1730308922518, Entering Thread 1018: Commands::runScriptBasic with script contents. contents[0] = 0xec, ...  
1018 1730308922519 XXXX 1730308922519, Thread 1018: XXXX 1730308922519, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922519 XXXX 1730308922519, Thread 1018: XXXX 1730308922519, Entering Thread 1018: Commands::runScriptBasic with script contents. contents[0] = 0xd4, ...  
1018 1730308922520 XXXX 1730308922520, Thread 1018: XXXX 1730308922520, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922520 XXXX 1730308922520, Thread 1018: XXXX 1730308922520, Entering Thread 1018: Commands::runScriptBasic with script contents. contents[0] = 0xcd, ...  
1018 1730308922521 XXXX 1730308922521, Thread 1018: XXXX 1730308922521, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922521 XXXX 1730308922521, Thread 1018: XXXX 1730308922521, Entering Thread 1018: Commands::runScriptBasic with script contents. contents[0] = 0xce, ...  
1018 1730308922522 XXXX 1730308922522, Thread 1018: XXXX 1730308922522, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922522 XXXX 1730308922522, Thread 1018: XXXX 1730308922522, Entering Thread 1018: Commands::runScriptBasic with script contents. contents[0] = 0xcd, ...  
1018 1730308922523 XXXX 1730308922523, Thread 1018: XXXX 1730308922523, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922523 XXXX 1730308922523, Thread 1018: XXXX 1730308922523, Entering Thread 1018: Commands::runScriptBasic with script contents. contents[0] = 0xce, ...  
1018 1730308922524 XXXX 1730308922524, Thread 1018: XXXX 1730308922524, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922524 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Post:SetToolInfo
1018 1730308922524 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Return Value
1018 1730308922524 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 none
1018 1730308922524 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Return End

1018 1730308922525 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Pre:GetTargetIDInfo
1018 1730308922525 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Payload
1018 1730308922525 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 null
1018 1730308922525 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM144 Payload End
1018 1730308922527 XXXX 1730308922527, Thread 1018: XXXX 1730308922527, Entering Thread 1018: Commands::runScriptBasic, script name = EnterTMOD_LV, timeOut = -1 ms  
1018 1730308922533 XXXX 1730308922533, Thread 1018: XXXX 1730308922533, Exiting Thread 1018: Commands::runScriptBasic  
1018 1730308922533 XXXX 1730308922533, Thread 1018: XXXX 1730308922533, Entering Thread 1018: Commands::runScriptBasic, script name = InitJTAG, timeOut = -1 ms  
1018 1730308924583 XXXX 1730308924583, Thread 1018: Type = runScript, Script name = InitJTAG, Status = 0x104
 
